That would probably do something, but nothing you need to do now.	那樣大概會有點反應，不過現在還用不著。
(UNDER BREATH) |c2|You're no saint, you no-account rear!|c|	（低聲嘀咕） |c2|你才不是什麼聖人，你這沒用的屁股精！|c|
Pardonne moi?	敢問，您說什麼？
I merely say, "I ain't got no account here!"	我只是說，「我在這兒可沒開戶。」
Oh. Well, whose fault is that?	喔，那是誰的錯呢？
I find your wax utterly irrelevant.	我覺得你的蠟一點都不重要。
(SOTTO VOCE) |c1|Yeah, and I find YOU utterly an elephant!|c|	（壓低聲音） |c1|是啊，我覺得你完全就是頭大象！|c|
I'm sorry? Please repeat that, I missed it.	抱歉？麻煩再說一次，我沒聽到。
I said, "I think you are a hell of a gent."	我是說，「我覺得您真是個了不起的紳士。」
Oh. Yes!	喔，沒錯！
What damage do you think you're going to do with that little penknife? Just remember, Pharkas, I've got friends in this town. Powerful friends. Not like your flea-bitten pals. So don't threaten me. Your day will come. And soon, too, I guarantee you.	你以為拿那把小折刀能造成什麼傷害？記住了，法卡斯，我在這鎮上有朋友。有力的朋友。可不像你那些渾身跳蚤的哥兒們。所以別想威脅我。你的報應快來了。而且很快，這我跟你保證。
You hand the safe-deposit key to P.H. Balance.	你把保管箱鑰匙交給P·H·貝倫斯。
It'll be ready Tuesday. OH! I mean, allow me to fetch your safe-deposit box for you immediately.	星期二就會好了。噢！我是說，容我立刻幫您把保管箱取來。
You level your pistol at the Banker.	你把手槍瞄準銀行家。
You try it, Pharkas, and you'll wind up hanging from the tallest limb in town. The Sheriff and I are keeping our eyes on you. One wrong move, and you're history.	你敢試試看，法卡斯，你就等著吊在鎮上最高的那根樹枝上吧。警長跟我都盯著你呢。一步錯，你就完了。
You lower your pistol. You hate to admit it, but he's right; you'd never get away with shooting him in cold blood.	你放下了手槍。你雖然不願承認，但他說得沒錯；你絕不可能就這樣冷血斃了他還能全身而退。
Don't try to bribe me with pie, Pharkas. I'm not some backwoods hick like some of the folks in this one-horse town.	別想拿派來賄賂我，法卡斯。我可不是這種鳥不生蛋小鎮上的鄉巴佬。
Thank you, Pharkas, but no thank you. I prefer a more cultured beverage, specifically, tea.	謝了，法卡斯，不過還是免了。我偏好更有格調的飲料，具體來說，是茶。
(UNDER BREATH) |c1|I hope you choke on your tea!|c|	（低聲嘀咕） |c1|希望你被茶給嗆死！|c|
What did you say, Pharkas?	你說什麼，法卡斯？
I said, "I guess the joke is on me!"	我是說，「我看這玩笑是開在我自己頭上了！」
Oh! Yes, I suppose it is, isn't it?	喔！是啊，我想也是，不是嗎？
What am I supposed to do with this? It's not bankable. Take it away.	你要我拿這個做什麼？這又不能存進銀行。拿走吧。
(QUIETLY) |c1|You've got your nerve, you dirtpile.|c|	（小聲地） |c1|你這堆爛泥還真有膽子。|c|
Huh? What was that?	嗯？你說什麼？
I said, "You've got verve and earthy style."	我是說，「您真是活力充沛、自成一格。」
Oh! That is so!	喔！正是如此！
I do not accept these as currency. In fact, I prefer not to have them in my bank! Please remove them forthwith or I shall have to remove them myself.	我不接受這些當貨幣。事實上，我根本不想讓這些東西出現在我銀行裡！請立刻拿走，不然我就得自己動手了。
(UNDER BREATH) |c1|Any stinkin' day, you dried-up horse.|c|	（低聲嘀咕） |c1|隨便哪個臭天，你這匹乾癟老馬。|c|
Pardon me? Come again?	什麼？再說一次？
I said, "Anything you say. You're right, of course."	我是說，「您說什麼都對，您當然是對的。」
Oh! Well, of course I am.	喔！那當然，我當然是對的。
I'm sure this silver is not investment-grade. Nice try, Pharkas. But hang onto it. It probably has great sentimental value. (SNICKER)	我肯定這銀子不夠投資等級。想得美，法卡斯。不過你還是留著吧。它大概很有紀念價值。（竊笑）
It's an interesting trinket, but hardly worth my time. Take it back, Pharkas.	這是個有趣的小玩意兒，但不值得我花時間。拿回去吧，法卡斯。
That suit is clearly meant for somebody much scrawnier and less robust than me. Take it away.	那套衣服顯然是給比我瘦弱得多的人穿的。拿走吧。
(UNDER BREATH) |c1|One of these days... bang, zoom!|c|	（低聲嘀咕） |c1|總有一天…咚，轟，一拳飛月球！|c|
Oh, I just said, "One of these days, banking boom!"	喔，我只是說，「總有一天，銀行業務蒸蒸日上！」
Oh! I certainly hope so.	喔！我當然希望如此。
It'll be ready on Tuesday, Pharkas. Hehe... just making a funny. This isn't redeemable here.	星期二就會好了，法卡斯。嘿嘿…開個玩笑而已。這東西在這裡兌換不了。
Take those smelly old things away, or I shall be forced to remove you bodily from this bank!	把那些又臭又舊的東西拿走，不然我就得親自把你架出這間銀行！
(SOTTO VOCE) |c1|Yeah, you think so? You'd be sorry.|c|	（壓低聲音） |c1|哼，你以為你辦得到？你會後悔的。|c|
I'm sorry, what did you just say?	抱歉，你剛說了什麼？
I said, "Yeah, they stink like calamari."	我是說，「是啊，它們臭得像魷魚圈。」
Oh! Yes, exactly.	喔！對，一點也沒錯。
I don't want your smelly old neckerchief! Wrap it around your scrawny li'l chicken gullet or something.	我才不要你那條又臭又舊的領巾！拿去纏你那細瘦的雞脖子吧。
(UNDER BREATH) |c1|I sure can't believe you smell so rank!|c|	（低聲嘀咕） |c1|真不敢相信你臭成這副德性！|c|
What was that, Pharkas?	你說什麼，法卡斯？
I said, "You sure have achieved a swell bank."	我是說，「您這銀行辦得可真是有模有樣。」
Oh! Why, thank you. I'm proud of it.	喔！哎呀，謝謝。我對它很自豪。
Ah, yes, a letter from your worthless crony Mr. Graves. A shame he had to die.	啊，是啊，一封來自你那沒用死黨葛雷夫斯先生的信。可惜他非死不可。
Taking up digging, are we? Couldn't make a go of that pharmacy, eh? I'm not surprised. You haven't demonstrated much business sense.	改行挖土啦？藥局經營不下去了，是吧？我一點也不意外。你向來沒什麼生意頭腦。
(UNDER BREATH) |c1|I'd like to dig a grave for YOU.|c|	（低聲嘀咕） |c1|我倒想幫你挖個墳。|c|
Speak up, Pharkas, I can hardly hear you.	大聲點，法卡斯，我幾乎聽不到。
I said, "I'd like to invest my savings with you!"	我是說，「我想把我的存款交給你投資！」
Oh. I'm sure we can arrange something at a later date.	喔，我相信我們日後一定能安排點什麼。
What is this, your lunch? Take it away, Pharkas, I'm watching my weight.	這是什麼，你的午餐？拿走吧，法卡斯，我在控制體重。
I don't require a bag for anything. Goodbye.	我什麼都不需要袋子裝。再見。
(SHOUTING) Remove that filth from my bank at once, do you hear? And while you're at it, remove yourself, too!	（大吼）馬上把那髒東西從我銀行裡拿走，聽到沒？順便也把你自己一起弄走！
I don't appreciate you throwing clay around my bank, Pharkas! Please remove it from the vicinity immediately.	我不喜歡你在我銀行裡到處亂丟黏土，法卡斯！請立刻把它清離這附近。
(UNDER BREATH) |c1|You're asking for it, dude.|c|	（小聲） |c1|你這是自找罵挨，臭小子。|c|
What was that?	你說什麼？
I said, "As you asked, I was so rude."	我是說：「你問我，我才失禮的嘛。」
Oh! Yes, that is correct!	哦！對，沒錯！
I do not recall asking you to provide me with your phony nostrums and fraudulent potions. In fact, I believe that's what I'll call you: Freddy Pharkas, Fraudulent Phony! Heh heh!	我不記得有請你來兜售什麼騙人的偏方和造假的藥水。這樣好了，我看就叫你「佛萊迪·法卡斯，招搖撞騙的假貨大王」吧！嘿嘿！
I'm all done now.	我這邊搞定了。
Thank you for using the Bank of Bob.	謝謝惠顧鮑伯銀行。
You see the green flocked wallpaper, rough-hewn wood floor, and tinned tile ceiling of The Bank of Bob, Coarsegold's first (and probably last!) financial institution.	你看到鮑伯銀行裡的綠色絨面壁紙、粗糙的木地板，以及錫片天花板——這是粗金鎮第一間（大概也是最後一間！）金融機構。
Being a little touchy-feely today, aren't you, Pharkas?	今天手怎麼這麼閒不下來啊，法卡斯？
The vault door is two solid feet of case-hardened, high-carbon balsa wood, painted gray to look metallic and fool would-be bank robbers.	這道金庫門是兩呎厚的實心硬化高碳輕木（巴沙木），漆成灰色，看起來像金屬，好唬弄想來搶劫的傢伙。
Tut tut, Freddy m'boy, y'all can't get in thet door without the combination... I'll be happy to bring out your safe-deposit box, long as you've got the key.	嘖嘖，佛萊迪小子，沒有密碼你休想打開那扇門……只要你有鑰匙，我很樂意幫你把保管箱拿出來。
Yes, you could probably dig through the vault door in short order using the ice pick... and then plunder the entire town of its valuables! But you don't have any use for two pieces of rusty costume jewelry and a form letter signed by Millard Fillmore.	沒錯，你大概可以拿冰錐沒幾下就把金庫門挖穿……然後把全鎮的財寶洗劫一空！可惜裡頭只有兩件生鏽的仿冒首飾，還有一封米勒德·菲爾莫爾簽名的制式信，你要來也沒用。
Phineas H. Balance has cleverly situated a newfangled box camera up in the corner to photograph customers. Only trouble is, most customers don't stand in one place for 15 minutes.	菲尼亞斯·H·貝倫斯很聰明地在角落架了台新式箱型相機，用來拍顧客。唯一的問題是，大部分顧客可不會乖乖站在原地十五分鐘。
It's too high up to reach. That's okay, you'd take a lousy shot anyway.	太高了搆不到。反正你拍出來的照片也好不到哪去。
It's P.H. Balance's clock, eternally set to 3:57 so that he can hustle people out of the bank with a "We're closing in five minutes!"	這是P·H·貝倫斯的時鐘，永遠停在三點五十七分，好讓他能用一句「我們五分鐘後打烊！」把客人趕出銀行。
You can't reach it; it's on the wrong side of the gate.	你搆不到，它在門的另一邊。
